controller,completed_vehicles,mean_travel_time_s,mean_waiting_time_s,mean_time_loss_s,mean_stops_per_vehicle,mean_trip_speed_km_h,mean_queue_vehicles,max_queue_vehicles,clearance_time_s
Actuated,3401,27.597,9.473,18.724,0.893,15.129,9.788,29,3638.0
