time_s,vehicles_in_network,mean_speed_km_h,total_waiting_time_s,total_time_loss_s,stopped_vehicles,reward,action_J1,action_J2,action_J3
550.0,22,21.76902197793685,15.0,283.61481940465967,5,-14.700000000000001,1,1,0
555.0,25,21.816115272422074,27.0,227.21725575623034,4,-13.54,1,0,0
560.0,23,13.706502438860763,31.0,249.51018564868133,7,-19.22,0,1,0
565.0,24,5.116650081247596,61.0,266.1953596657694,17,-40.019999999999996,0,0,1
570.0,22,12.128305657723836,46.0,292.4922187421994,6,-17.32,0,0,0
575.0,18,18.181853778404175,25.0,268.576482211017,5,-14.1,1,0,0
580.0,25,24.96751755031851,16.0,298.8276573154569,2,-9.32,1,1,0
585.0,22,19.926556313142164,9.0,233.21378560339826,6,-16.58,1,0,0
590.0,24,6.976044328746692,35.0,238.81516436599654,8,-21.5,0,1,0
595.0,24,13.684011512436125,71.0,313.87306922196444,12,-30.220000000000002,0,0,1
600.0,17,6.010834459971403,44.0,324.474112729299,6,-16.28,0,0,0
605.0,25,22.588626316698072,16.0,354.9374661418944,4,-13.32,1,0,0
610.0,24,21.135925842778274,16.0,308.1133390650352,6,-17.12,1,1,0
615.0,27,20.47484287239649,32.0,253.35208352019933,6,-18.04,1,0,0
620.0,23,12.598809210586326,45.0,264.38688964052477,9,-23.5,0,1,0
625.0,26,5.271561438260463,70.0,310.8549519613826,19,-44.6,0,0,1
630.0,23,10.588243856622329,47.0,318.655064378371,6,-17.54,0,0,0
635.0,19,19.719320393952437,22.0,287.6828457737143,4,-12.24,1,0,0
640.0,25,24.87604240835983,16.0,278.8087710115882,2,-9.32,1,1,0
645.0,22,20.393951159722437,13.0,213.50502042871162,8,-20.660000000000004,1,0,0
650.0,23,5.238697203244605,40.0,214.87634076741128,9,-23.400000000000002,0,1,0
655.0,23,13.260443562607097,70.0,278.4067185236731,10,-26.0,0,0,1
660.0,17,5.655192846472778,38.0,301.39259590010073,7,-18.16,0,0,0
665.0,24,22.594394672915723,16.0,290.7556137315301,4,-13.120000000000001,1,0,0
670.0,22,20.180384941324114,17.0,260.40866008307154,6,-16.740000000000002,1,1,0
675.0,24,21.863431364147,25.0,190.44347671188692,5,-15.3,1,0,0
680.0,21,12.723778615421757,27.0,204.7313993932172,7,-18.74,0,1,0
685.0,23,3.184172566700044,55.0,219.4851741932626,18,-41.7,0,0,1
690.0,22,11.374969295647903,42.0,262.2976239389535,7,-19.240000000000002,0,0,0
695.0,19,19.345058730596396,32.0,285.75659608378425,6,-16.44,1,0,0
700.0,24,22.50682783899157,17.0,276.793327888888,2,-9.14,1,1,0
705.0,23,23.288751007962777,8.0,238.21022528430845,6,-16.76,1,0,0
710.0,23,7.382160530443794,29.0,216.31133919813942,7,-19.18,0,1,0
715.0,22,13.974171566656837,60.0,271.2734132162031,11,-27.6,0,0,1
720.0,16,6.710643589641463,49.0,292.14382637150044,7,-18.18,0,0,0
725.0,23,20.464500677431595,20.0,285.4402677901544,4,-13.0,1,0,0
730.0,23,20.316868691872877,15.0,316.4263679124029,5,-14.900000000000002,1,1,0
735.0,26,22.414397459425388,27.0,261.10038298314225,5,-15.739999999999998,1,0,0
740.0,22,12.201291161939993,33.0,265.5535628363207,8,-21.060000000000002,0,1,0
745.0,24,3.4144059102494655,70.0,289.72524215603863,19,-44.2,0,0,1
750.0,23,11.569660270375937,48.0,339.747126479958,6,-17.560000000000002,0,0,0
755.0,20,21.452002705168503,28.0,350.5433154185975,5,-14.56,1,0,0
760.0,25,25.094064198021652,18.0,300.6422304127312,2,-9.36,1,1,0
765.0,22,20.833816976027396,6.0,232.41837159489324,5,-14.52,1,0,0
770.0,23,5.232931911401097,40.0,235.63886302662664,10,-25.400000000000002,0,1,0
775.0,23,13.149319044374256,78.0,301.5944203589876,11,-28.16,0,0,1
780.0,17,6.134747690970987,47.0,325.20411984699837,7,-18.34,0,0,0
785.0,24,22.241300112354264,18.0,310.2634195215781,4,-13.16,1,0,0
790.0,22,23.93752986928422,9.0,295.0406715448057,4,-12.58,1,1,0
795.0,24,21.56366072368923,17.0,214.10920216806358,4,-13.14,1,0,0
800.0,20,11.374640961307072,25.0,229.2606839689527,7,-18.5,0,1,0
805.0,23,2.4524164803712707,72.0,249.1867374634754,18,-42.04,0,0,1
810.0,24,13.141295535787002,45.0,332.47942379145,5,-15.700000000000001,0,0,0
815.0,19,20.17985707036807,26.0,286.8931724945888,5,-14.32,1,0,0
820.0,25,23.725077446026624,18.0,280.0994791671677,2,-9.36,1,1,0
825.0,22,19.9309054180146,8.0,217.1651627803431,6,-16.560000000000002,1,0,0
830.0,24,5.697663676753278,35.0,237.59491432051144,9,-23.5,0,1,0
835.0,23,11.950970996654203,77.0,282.0359058749955,11,-28.14,0,0,1
840.0,18,8.328485506261835,48.0,323.70889984213863,7,-18.560000000000002,0,0,0
845.0,25,22.33007788139666,31.0,340.15063454170036,4,-13.62,1,0,0
850.0,23,18.43057685948353,12.0,290.2184055428954,7,-18.84,1,1,0
855.0,26,22.186018859837652,24.0,229.05787618065327,5,-15.68,1,0,0
860.0,23,13.397972684640058,25.0,249.69082324272506,6,-17.1,0,1,0
865.0,24,3.169128206651243,51.0,252.3701912941063,18,-41.82000000000001,0,0,1
870.0,23,10.711745570747,36.0,300.6538952388005,6,-17.32,0,0,0
875.0,21,20.652586247750406,20.0,356.8414527867461,5,-14.600000000000001,1,0,0
880.0,25,25.060488800263624,18.0,270.300117054223,3,-11.36,1,1,0
885.0,22,21.277721067512697,16.0,223.14684322279737,8,-20.72,1,0,0
890.0,22,5.46383863154271,42.0,205.6808069046955,9,-23.240000000000002,0,1,0
895.0,22,14.61522886717226,78.0,267.6486633455276,11,-27.96,0,0,1
900.0,16,7.92558919245562,42.0,289.35947104498774,6,-16.04,0,0,0
905.0,23,22.277630151166992,23.0,281.693987282023,4,-13.060000000000002,1,0,0
910.0,23,20.274964197462726,19.0,281.8146406131399,6,-16.98,1,1,0
915.0,26,21.33572678205433,32.0,233.2109436993545,4,-13.84,1,0,0
920.0,22,12.389080644582043,41.0,238.80622093622426,7,-19.22,0,1,0
925.0,24,4.211916549049266,57.0,261.35184998509743,18,-41.94,0,0,1
930.0,24,14.355655581995956,51.0,306.03476762884696,6,-17.82,0,0,0
935.0,20,20.508175112330758,29.0,339.7440199311088,5,-14.58,1,0,0
940.0,25,24.77401769401904,17.0,295.0094472625398,2,-9.34,1,1,0
945.0,22,20.134663560328473,7.0,228.80162266584705,4,-12.540000000000001,1,0,0
950.0,23,5.89435562472801,35.0,230.99722302634135,8,-21.3,0,1,0
955.0,24,14.369139644376638,70.0,308.57617522468246,11,-28.2,0,0,1
960.0,17,6.51397181494884,46.0,321.24719535167714,7,-18.32,0,0,0
965.0,25,22.835143932722836,19.0,354.1725380049317,4,-13.38,1,0,0
970.0,24,20.926891756974253,17.0,309.68880944641705,6,-17.14,1,1,0
975.0,27,19.80758266875211,33.0,251.78489080169464,6,-18.060000000000002,1,0,0
980.0,24,13.959829088100546,46.0,279.4696711392852,9,-23.720000000000002,0,1,0
985.0,25,3.873647220244204,62.0,291.8607433695981,18,-42.24,0,0,1
990.0,23,11.633666742075606,39.0,318.90630389133145,6,-17.38,0,0,0
995.0,19,20.19669461252384,24.0,285.77679112410925,4,-12.280000000000001,1,0,0
1000.0,24,22.30440877653702,19.0,252.0998144795498,2,-9.18,1,1,0
1005.0,21,20.035462746314884,10.0,188.49871792449574,7,-18.4,1,0,0
1010.0,23,7.1990792616923125,32.0,188.35757444427287,7,-19.240000000000002,0,1,0
1015.0,22,13.22267239265421,63.0,241.53505928874375,9,-23.660000000000004,0,0,1
1020.0,17,8.244334353429156,43.0,276.0465258934478,6,-16.259999999999998,0,0,0
1025.0,24,21.50900140519009,15.0,293.3587207135083,4,-13.100000000000001,1,0,0
1030.0,22,22.87546345290521,9.0,280.3192896583943,4,-12.58,1,1,0
1035.0,24,22.756785865442772,18.0,200.10920624160389,5,-15.16,1,0,0
1040.0,21,12.275183903843851,28.0,219.22444202729793,11,-26.759999999999998,0,1,0
1045.0,23,2.8870075890950413,73.0,233.61674514343414,18,-42.06,0,0,1
1050.0,23,10.487169004755344,41.0,304.1984173865562,7,-19.42,0,0,0
1055.0,20,20.725875612349682,21.0,318.6574334966777,5,-14.42,1,0,0
1060.0,25,22.832509109411582,19.0,274.1579146466083,3,-11.379999999999999,1,1,0
1065.0,22,19.461774928097697,9.0,212.30232271480054,8,-20.58,1,0,0
1070.0,22,4.88077830234317,36.0,208.90665546049124,8,-21.119999999999997,0,1,0
1075.0,22,14.702857446721374,74.0,272.69832966131884,11,-27.880000000000003,0,0,1
1080.0,16,6.8038800336584115,45.0,294.19537850965696,6,-16.1,0,0,0
1085.0,24,21.624142282488123,22.0,330.5782604683572,4,-13.24,1,0,0
1090.0,22,21.51927944687861,12.0,277.7952063940445,4,-12.64,1,1,0
1095.0,27,23.346945880735362,22.0,279.02782808398075,4,-13.84,1,0,0
1100.0,22,14.43294395698428,26.0,234.3564410005321,8,-20.92,0,1,0
1105.0,23,4.214111298096849,56.0,246.32826618611452,18,-41.72,0,0,1
1110.0,22,13.13763223949905,40.0,291.29386995994037,5,-15.200000000000001,0,0,0
1115.0,19,23.315321742836183,28.0,306.00469586134324,5,-14.360000000000001,1,0,0
1120.0,24,22.400162055996205,17.0,265.7801224906019,2,-9.14,1,1,0
1125.0,21,20.291232493957857,8.0,206.76837565383934,6,-16.36,1,0,0
1130.0,24,8.719562869798827,31.0,212.65995251201787,9,-23.42,0,1,0
1135.0,22,13.545216708929342,66.0,260.19202107320365,12,-29.72,0,0,1
1140.0,16,7.578732547397268,48.0,280.3570330227279,7,-18.16,0,0,0
1145.0,24,22.871026735198416,19.0,320.3081716064849,4,-13.180000000000001,1,0,0
1150.0,23,19.29574118266027,12.0,304.73719743026044,5,-14.84,1,1,0
1155.0,25,20.884223446305757,24.0,227.80176768295283,4,-13.48,1,0,0
1160.0,22,12.612926506376187,33.0,249.70249242193296,8,-21.060000000000002,0,1,0
1165.0,24,3.189132105980307,67.0,270.2485007281277,18,-42.14,0,0,1
1170.0,24,12.527601481287512,44.0,331.41030897613626,6,-17.68,0,0,0
1175.0,20,21.51812371483066,25.0,333.33262658167416,5,-14.5,1,0,0
1180.0,25,24.107917784345446,18.0,279.8545860839057,2,-9.36,1,1,0
1185.0,23,19.312866922018273,9.0,228.27820119501678,7,-18.78,1,0,0
1190.0,24,6.916691768042508,35.0,233.01659496208475,7,-19.5,0,1,0
1195.0,23,13.195301519402818,71.0,276.05951113582915,10,-26.020000000000003,0,0,1
1200.0,17,6.249785982013618,44.0,299.2548222680691,6,-16.28,0,0,0
1205.0,26,23.063684778842255,14.0,372.5005050712952,3,-11.48,1,0,0
1210.0,23,20.124313831286617,15.0,290.68158050116807,5,-14.900000000000002,1,1,0
1215.0,26,21.651379118302913,25.0,232.5894884581965,5,-15.7,1,0,0
1220.0,22,11.823489619904024,33.0,237.72916493012082,8,-21.060000000000002,0,1,0
1225.0,24,2.988128639184192,67.0,257.8438393588975,19,-44.14,0,0,1
1230.0,24,11.305321947330926,43.0,330.97524273739384,7,-19.66,0,0,0
1235.0,20,20.220195681896232,33.0,321.8822007543752,6,-16.66,1,0,0
1240.0,25,22.13533011810305,18.0,278.1924815650421,3,-11.36,1,1,0
1245.0,22,20.342542731630598,7.0,210.29511475532718,6,-16.54,1,0,0
1250.0,23,7.006598912038498,26.0,226.53912013055646,6,-17.12,0,1,0
1255.0,22,13.72982043974399,61.0,269.8878515279924,11,-27.619999999999997,0,0,1
1260.0,17,9.01058448551127,42.0,308.780231060322,6,-16.240000000000002,0,0,0
1265.0,23,22.973257587344982,23.0,286.1587357951058,4,-13.060000000000002,1,0,0
1270.0,23,17.75598862383825,19.0,293.0521588739045,7,-18.98,1,1,0
1275.0,26,21.80029171771448,35.0,237.93012857796606,5,-15.899999999999999,1,0,0
1280.0,22,12.036544349679737,46.0,251.8996562966421,7,-19.32,0,1,0
1285.0,25,6.098837597662743,61.0,294.34230145387926,18,-42.22,0,0,1
1290.0,22,11.712174956695648,50.0,300.4027999911569,6,-17.4,0,0,0
1295.0,19,21.08028437659617,28.0,308.459715773767,5,-14.360000000000001,1,0,0
1300.0,25,24.21443589088392,17.0,302.99886791083446,2,-9.34,1,1,0
1305.0,22,20.86820903889604,11.0,232.4694756873404,8,-20.619999999999997,1,0,0
1310.0,23,5.445258927163212,42.0,238.0971413845741,9,-23.44,0,1,0
1315.0,23,13.205750926916675,79.0,301.6322867570489,11,-28.18,0,0,1
1320.0,17,6.223495208472076,50.0,328.88462791975934,7,-18.4,0,0,0
1325.0,26,23.040917184625563,21.0,408.08682135907276,4,-13.620000000000001,1,0,0
1330.0,23,22.067354881327155,16.0,306.15956528348585,5,-14.920000000000002,1,1,0
1335.0,25,21.402605918186683,24.0,228.42379882386692,3,-11.48,1,0,0
1340.0,23,11.984655113827133,34.0,271.4460018131677,9,-23.28,0,1,0
1345.0,24,3.915077687981561,67.0,274.47335223239753,18,-42.14,0,0,1
1350.0,24,13.837026278870372,44.0,346.5975775905756,6,-17.68,0,0,0
1355.0,19,19.84365831887012,24.0,293.8392502485955,5,-14.280000000000001,1,0,0
1360.0,25,22.74926948250694,19.0,289.1002105877781,2,-9.379999999999999,1,1,0
1365.0,22,19.177607128786082,11.0,220.548194740657,7,-18.62,1,0,0
1370.0,24,6.198541573398591,35.0,237.97050344408862,7,-19.5,0,1,0
1375.0,23,12.66819280382555,71.0,282.4991713389026,11,-28.020000000000003,0,0,1
1380.0,18,8.778111151406872,40.0,320.2818737223731,6,-16.400000000000002,0,0,0
1385.0,24,22.10336890755006,14.0,286.5646229488777,3,-11.080000000000002,1,0,0
1390.0,23,21.393840577489968,18.0,280.2985927454011,5,-14.96,1,1,0
1395.0,26,20.691348028891206,27.0,227.90344272441294,4,-13.739999999999998,1,0,0
1400.0,22,12.886052236883918,35.0,231.09822728228986,9,-23.1,0,1,0
1405.0,25,5.090407233364507,62.0,268.5639321017524,18,-42.24,0,0,1
1410.0,24,13.233778284675383,35.0,309.12045963068226,6,-17.5,0,0,0
1415.0,19,21.53092353801634,17.0,262.82170337613945,5,-14.14,1,0,0
1420.0,23,21.48817644748262,16.0,206.9195270768645,3,-10.920000000000002,1,1,0
1425.0,21,21.873581080327256,10.0,168.26298576923125,7,-18.4,1,0,0
1430.0,21,5.3962473928420565,25.0,146.73464438951962,8,-20.7,0,1,0
1435.0,20,14.37960830888406,54.0,200.31207431205922,10,-25.08,0,0,1
1440.0,14,7.562267764182514,41.0,211.76341530075888,5,-13.620000000000001,0,0,0
1445.0,22,22.4834625351915,20.0,244.92232400975456,4,-12.8,1,0,0
1450.0,21,19.98291631397956,8.0,275.28728707451444,4,-12.36,1,1,0
1455.0,24,23.357517667144748,15.0,213.66978328856362,3,-11.100000000000001,1,0,0
1460.0,20,14.202863493462143,14.0,213.7038684874525,6,-16.28,0,1,0
1465.0,22,3.3582710502263704,58.0,228.508561845783,18,-41.559999999999995,0,0,1
1470.0,22,11.462556620121163,49.0,297.881364709204,6,-17.380000000000003,0,0,0
1475.0,19,21.471715024786082,28.0,307.8989263420195,5,-14.360000000000001,1,0,0
1480.0,25,22.565063956019088,18.0,301.86945201162877,2,-9.36,1,1,0
1485.0,23,20.85116770792317,6.0,248.76727806662,6,-16.72,1,0,0
1490.0,24,7.4947513859746016,37.0,242.01889316973507,9,-23.54,0,1,0
1495.0,23,13.106070492992535,74.0,301.1857257275218,11,-28.080000000000002,0,0,1
