time_s,vehicles_in_network,mean_speed_km_h,total_waiting_time_s,total_time_loss_s,stopped_vehicles
352.0,28,17.292713265953832,30.0,424.6153171718172,6
353.0,26,12.184438285373377,39.0,342.62482910071856,10
354.0,27,8.956683715268065,30.0,363.9219698011021,11
355.0,26,7.908141438778943,26.0,358.76477002660107,7
356.0,27,10.522682465575489,23.0,379.0802364109031,8
357.0,28,13.14290236113251,25.0,398.6607085939001,7
358.0,27,15.498812893590383,31.0,412.9670980473187,6
359.0,26,17.774208508296116,38.0,426.19558135930964,7
360.0,25,16.869114140243084,20.0,408.2094702471525,6
361.0,32,12.228821076712757,26.0,425.5479612538129,13
362.0,32,10.993255901709748,32.0,450.6968451745765,6
363.0,33,9.80961352996322,42.0,476.29423649823457,11
364.0,34,9.34721453068457,54.0,502.8739302269591,13
365.0,34,9.921303575591267,68.0,530.1245331391309,14
366.0,32,4.605674479790676,84.0,510.95699339773967,17
367.0,32,4.507759973101732,72.0,540.0422063902483,15
368.0,32,7.253265478782407,52.0,567.3007522609415,13
369.0,31,8.3005068058493,63.0,590.1463878511357,14
370.0,30,9.562042033834077,77.0,611.4140036788515,14
371.0,30,12.671989722232308,91.0,633.7798702103333,14
372.0,31,15.800233716510357,105.0,653.9420427898417,15
373.0,35,14.037942558461603,72.0,582.7798789675932,16
374.0,32,13.610170445890171,40.0,572.150901099811,6
375.0,30,14.965213201842442,24.0,524.9730852051505,5
376.0,30,19.63867009224854,21.0,543.3570415919442,4
377.0,28,19.33234765210112,26.0,470.25564791766607,6
378.0,29,18.176278221658574,33.0,487.92727394692827,8
379.0,26,14.117703665554657,41.0,386.45605763319566,8
380.0,26,15.02102627918673,26.0,404.8754955127522,8
381.0,25,13.175941249322493,21.0,350.09457303911944,8
382.0,25,12.75748686324443,17.0,365.03994898659755,6
383.0,25,13.997079852945424,16.0,353.4772052250949,5
384.0,25,18.311175737577575,21.0,369.4381577373717,5
385.0,31,18.08367382645776,26.0,383.2883121644082,11
386.0,28,16.6000320229404,17.0,347.4406172106338,4
387.0,30,14.551694772809276,21.0,366.77176242067776,6
388.0,30,12.229031122968747,26.0,389.46263278229225,5
389.0,30,10.506318394570291,33.0,413.19671973914564,7
390.0,31,9.053237906248318,43.0,437.663562994379,11
391.0,32,7.576377778574039,57.0,463.91083576260934,15
392.0,32,6.499476529995618,73.0,477.0000329494871,17
393.0,31,6.434053239285913,60.0,490.179824720508,16
394.0,28,3.3312505722714585,67.0,505.35898727190823,17
395.0,28,5.501843552497998,79.0,530.3508630231378,15
396.0,28,7.801924955605233,96.0,554.1118906805248,17
397.0,35,8.73164499862637,86.0,576.1958186415341,21
398.0,35,12.364265201693767,100.0,602.7311609073502,14
399.0,33,13.853926976622704,70.0,556.0877399614307,10
400.0,33,16.860694573021537,46.0,577.9615632920945,6
401.0,32,18.047133068558157,29.0,562.6556523315038,5
402.0,32,18.230000227397827,27.0,551.0449260138741,5
403.0,28,15.89935436653793,32.0,490.8441560982919,5
404.0,28,16.10662081136546,41.0,477.18674072066153,10
405.0,27,14.664671164298534,52.0,452.4409002318705,11
406.0,24,10.602465676488492,63.0,418.17223445802364,11
407.0,23,8.478376495947995,54.0,398.58406050657226,11
408.0,24,5.476656856848666,66.0,385.0219784801993,14
409.0,31,4.495211565385934,81.0,406.0705787981408,22
410.0,30,6.34183353003106,54.0,402.5510892908712,13
411.0,30,10.542956583416748,42.0,426.1765695950872,9
412.0,31,14.540511986606122,37.0,447.12771814080406,7
413.0,31,14.282752205093308,25.0,433.9589473990454,7
414.0,30,16.636647640969066,31.0,444.20279044149055,6
415.0,30,18.826735127746662,38.0,463.25206058620927,7
416.0,30,17.45557243665024,46.0,483.1890875812094,8
417.0,30,14.677558860915115,58.0,504.7507260949689,12
418.0,27,6.546696372162347,71.0,513.1656148382236,14
419.0,25,2.5712591862855,86.0,502.8543675557893,15
420.0,25,3.2390444803807337,71.0,526.2182764004378,13
421.0,31,3.5264774177887808,77.0,549.0569706621673,18
422.0,31,6.490361265813118,90.0,576.133439791905,13
423.0,32,10.143569863652449,91.0,600.8165708128516,13
424.0,32,14.266558384358461,103.0,623.9001312788449,12
425.0,32,17.763959585806685,115.0,644.8497985832231,12
426.0,31,16.658560904327775,74.0,615.1823411895363,8
427.0,30,16.236014834119935,42.0,601.844348513632,6
428.0,30,16.441249873957833,18.0,582.1353778381057,6
429.0,27,16.38900635602329,12.0,542.9174405297945,6
430.0,24,15.99903370890723,19.0,518.5988240348026,7
431.0,24,17.003906405644702,27.0,506.3373696359598,9
432.0,23,16.526297512993427,36.0,476.90369440110464,9
433.0,29,11.019995690955154,33.0,446.86293135964587,14
434.0,29,9.232217511836431,41.0,433.67547440619234,9
435.0,28,8.590531390238514,53.0,414.5525420932304,12
436.0,28,11.284807442100877,43.0,436.2596527644661,9
437.0,28,11.189366791811773,36.0,424.6813604553065,8
438.0,29,12.921243849433306,30.0,445.2777640996102,5
439.0,29,14.510396108535565,11.0,452.7423595235333,4
440.0,28,18.157391058021126,15.0,457.32798848157745,4
441.0,28,21.526667755853666,22.0,473.44872750776074,7
442.0,27,18.23649826051233,29.0,482.98610601308246,8
443.0,28,14.734320972272622,36.0,501.93386835046266,8
444.0,28,10.002498363089128,44.0,518.1121421493349,9
445.0,31,3.273649967767676,56.0,496.18544576354697,18
446.0,31,3.79073207009135,50.0,524.7981132264664,10
447.0,31,6.3937550524514215,60.0,551.7738412846425,12
448.0,31,9.439183577829624,75.0,576.8311497898562,15
449.0,32,11.519855046468622,67.0,600.2672994777276,13
450.0,32,13.47787354773155,80.0,623.3564959658188,13
451.0,32,14.905369639750928,94.0,645.4944274291176,14
452.0,30,14.40226549670617,61.0,566.6836252449359,10
453.0,30,15.868374569123255,38.0,586.8360292031923,9
454.0,27,13.387422821271503,17.0,529.3765468521526,6
455.0,26,14.824786734002114,16.0,531.526715081021,6
456.0,23,14.99663012448394,22.0,466.6973041198668,6
457.0,30,13.749812475687836,30.0,481.75387822786234,15
458.0,30,16.000107716446937,39.0,502.45200978390443,9
459.0,29,14.271610459527668,34.0,430.4936559700558,8
460.0,28,11.74935247013692,41.0,373.7928873874444,8
461.0,28,12.435533888136113,48.0,394.7768596707477,7
462.0,27,11.380658147064185,41.0,384.2824907021029,7
463.0,27,10.32873044668574,34.0,376.59554416166026,6
464.0,28,12.391096157714788,41.0,396.5753857027437,8
465.0,27,13.0215669812895,21.0,386.6224834489239,7
466.0,25,14.936448849760678,28.0,398.4746257296233,7
467.0,25,17.377480019593794,36.0,414.9470458320838,8
468.0,26,15.275032857679403,44.0,432.23511636689636,9
469.0,34,9.190206330641011,52.0,452.1511528642036,16
470.0,34,9.637503652050716,65.0,479.71848266439713,13
471.0,30,5.157823939026213,79.0,448.19548118975405,14
472.0,30,6.68686756759885,66.0,474.18084765389017,15
473.0,30,7.797535788769182,66.0,499.6020616293737,12
474.0,31,8.123741537788165,79.0,524.7642912585106,14
475.0,31,11.506515554187281,69.0,548.8348917047092,11
476.0,31,14.947785636240798,80.0,570.8168893638817,11
477.0,30,16.573882175793525,93.0,588.6039763092301,13
478.0,28,16.70576313622835,58.0,567.8697797203447,9
479.0,27,17.421605964674118,31.0,532.5381567306092,6
480.0,24,15.082898506752151,20.0,469.06087000659136,6
481.0,29,13.191771210509028,15.0,465.22560650043044,10
482.0,26,15.235962454296974,21.0,409.9620661916088,6
483.0,27,18.45103249068977,27.0,426.0004880787601,7
484.0,26,19.45583157496144,33.0,398.69867939114937,6
485.0,26,16.54196758517759,21.0,376.12394721867173,5
486.0,25,8.89883505949693,28.0,329.12254670644137,8
487.0,25,7.425363232037581,39.0,350.45166563967905,11
488.0,25,8.717420813509886,28.0,371.0722566483349,10
489.0,26,10.949948500967539,17.0,390.363769539893,7
490.0,27,11.237564165813982,16.0,405.73155758254387,8
491.0,25,11.973850020358654,23.0,391.8905708404639,7
492.0,25,15.744195765108415,24.0,409.1690009100404,7
493.0,31,13.5852676649847,31.0,419.88489474261365,14
494.0,32,13.419163281033246,38.0,442.51628004047615,8
